id,lat,lon,category,value_a,value_b
24497,28.17023,-78.39408,cat_03,654.4829,81.8275
24498,24.51382,-71.6365,cat_01,812.9663,59.311
24499,37.73926,-118.18205,cat_13,683.6656,51.3265
24500,44.46402,-121.0689,cat_02,238.1704,45.1702
24501,47.8112,-70.90313,cat_08,133.2705,81.5196
24502,34.31153,-91.31877,cat_12,252.1721,57.9172
24503,35.39639,-96.39026,cat_01,171.6283,55.0642
24504,26.88814,-87.40747,cat_00,707.9674,43.4831
24505,24.2432,-88.86308,cat_11,101.4882,46.9802
24506,32.39342,-84.67853,cat_13,691.7557,42.1321
24507,28.93451,-98.52479,cat_07,780.9238,46.9726
24508,41.15939,-72.55003,cat_07,116.5496,45.8206
24509,46.02091,-102.3194,cat_19,149.8182,29.8121
24510,47.35233,-110.96544,cat_04,979.3524,64.5918
24511,27.34131,-121.68105,cat_09,81.0806,60.9521
24512,36.40329,-76.45972,cat_09,183.4771,46.699
24513,24.13376,-97.48033,cat_19,907.8998,54.4925
24514,38.22901,-100.31353,cat_09,748.022,43.1191
24515,33.9338,-97.02864,cat_10,712.5566,36.6628
24516,38.87687,-121.87095,cat_16,875.264,53.4042
24517,35.59474,-101.5167,cat_18,550.8587,86.25
24518,36.04201,-98.76293,cat_12,37.6394,39.6783
24519,35.39144,-87.78623,cat_11,687.6261,39.2606
24520,43.09174,-116.55122,cat_06,327.1259,61.0354
24521,35.221,-70.31953,cat_04,510.1442,60.8111
24522,48.76784,-109.51374,cat_13,543.8752,59.0058
24523,47.93593,-82.51945,cat_19,708.4631,60.9791
24524,44.46719,-75.75635,cat_08,32.4304,63.6552
24525,37.89894,-74.24427,cat_04,840.537,48.4329
24526,39.33382,-124.75009,cat_11,37.1549,51.6699
24527,48.14874,-70.5034,cat_09,3.1252,50.6858
24528,30.32771,-97.58003,cat_16,349.6749,58.6363
24529,34.80496,-88.24229,cat_02,3.0161,34.157
24530,29.91221,-76.04493,cat_09,192.0963,34.6789
24531,24.45472,-68.22666,cat_00,633.0464,48.1083
24532,25.75363,-120.94313,cat_19,751.6499,67.102
24533,28.69888,-76.9041,cat_15,126.1573,44.0445
24534,44.44213,-91.78889,cat_18,322.3196,47.1967
24535,44.19341,-91.82489,cat_14,687.7135,36.2166
24536,42.89778,-105.28168,cat_13,169.0738,18.466
24537,35.03015,-103.34317,cat_02,268.9139,26.6526
24538,40.04263,-100.76577,cat_05,508.2626,58.1844
24539,29.35326,-78.68255,cat_01,999.9201,41.5167
24540,27.61425,-84.81113,cat_03,533.8697,48.3935
24541,39.47215,-75.61294,cat_12,810.3292,32.591
24542,32.30898,-115.21969,cat_01,810.3836,36.4663
24543,31.3147,-80.4139,cat_13,679.2107,25.2736
24544,26.53965,-118.48556,cat_16,70.3739,54.57
24545,29.11634,-69.91937,cat_01,335.7746,65.4329
24546,35.11926,-67.83814,cat_13,377.5247,50.9085
24547,29.02653,-105.92301,cat_16,591.375,47.7598
24548,25.84959,-101.75641,cat_18,614.0475,52.4209
24549,48.81073,-72.88854,cat_05,968.9669,32.6976
24550,24.47945,-118.45612,cat_02,272.5645,44.6378
24551,42.8092,-83.55823,cat_08,680.6743,55.9614
24552,46.10139,-71.93445,cat_06,753.1779,40.0844
24553,35.24989,-119.45049,cat_19,982.1045,32.8653
24554,39.70681,-110.26834,cat_05,710.181,12.5904
24555,27.57364,-67.03594,cat_17,381.3056,58.5189
24556,39.85993,-105.86745,cat_18,872.1945,36.9186
24557,27.38349,-103.36733,cat_05,777.9017,67.4825
24558,26.25613,-121.06647,cat_15,927.0364,33.1237
24559,46.70735,-97.62312,cat_08,382.1304,70.4075
24560,47.55452,-96.47654,cat_02,836.4676,66.2986
24561,48.41725,-124.17519,cat_04,185.1303,64.7603
24562,36.6058,-72.77002,cat_14,761.3463,54.6715
24563,36.45899,-109.43344,cat_08,341.1448,52.0144
24564,39.86803,-118.12683,cat_00,801.7676,14.1905
24565,45.51119,-68.84755,cat_10,586.8109,63.6417
24566,38.6077,-74.27037,cat_01,787.9743,54.1654
24567,48.56517,-71.95452,cat_05,799.511,52.5975
24568,36.48319,-123.07766,cat_06,711.2663,55.4475
24569,34.68886,-86.56846,cat_09,313.0823,32.5721
24570,47.62389,-98.34003,cat_19,586.9116,35.9195
24571,26.76328,-75.99426,cat_03,97.3173,35.8951
24572,47.67293,-75.18663,cat_13,290.4756,54.0584
24573,28.32869,-83.27916,cat_17,748.4675,84.4761
24574,32.51677,-76.77413,cat_15,705.3996,38.4323
24575,28.23868,-118.84655,cat_14,463.5995,32.215
24576,32.81803,-113.8671,cat_09,121.026,36.0777
24577,43.77952,-107.3397,cat_01,157.6224,45.7435
24578,43.62628,-68.67067,cat_18,898.3131,45.7839
24579,44.9981,-111.26873,cat_03,827.1094,57.419
24580,30.66283,-94.61718,cat_04,253.0934,67.2356
24581,45.40573,-72.02954,cat_09,362.7912,70.2473
24582,26.85698,-97.29136,cat_07,86.7582,39.9748
24583,45.14217,-68.40025,cat_17,252.5739,55.0619
24584,28.86059,-122.3296,cat_00,336.7277,44.6108
24585,48.63577,-116.88902,cat_05,335.5172,47.5372
24586,41.53894,-93.43482,cat_10,559.4802,68.4579
24587,35.98666,-75.52715,cat_03,891.7371,37.6756
24588,30.28633,-92.03707,cat_13,950.8702,57.0862
24589,41.38839,-85.60485,cat_02,950.364,27.1956
24590,34.209,-111.06748,cat_16,859.6165,50.4325
24591,38.84985,-82.34075,cat_12,488.3587,60.3695
24592,33.29664,-76.90856,cat_10,94.6172,40.4419
24593,34.37521,-86.12423,cat_15,547.2372,52.5034
24594,41.31482,-111.72823,cat_05,790.1529,32.1587
24595,29.12196,-83.86081,cat_09,621.8878,46.2005
24596,45.0682,-118.02735,cat_06,307.882,49.263
24597,33.35719,-107.63453,cat_02,584.706,42.2833
24598,25.95624,-112.48703,cat_01,453.6992,49.9384
24599,39.73102,-77.3126,cat_05,392.6,49.2409
24600,29.16457,-86.74259,cat_05,594.3166,72.4501
24601,45.42511,-110.6953,cat_14,31.1231,53.9576
24602,46.36687,-100.14066,cat_00,601.0152,52.3102
24603,29.29401,-123.92887,cat_09,15.0384,36.0849
24604,40.29826,-91.98204,cat_06,874.8617,36.5811
24605,33.67727,-93.31086,cat_08,297.872,69.3332
24606,47.5975,-85.58552,cat_15,16.3629,57.2844
24607,25.09891,-91.85835,cat_15,34.5233,9.0789
24608,46.16209,-97.41104,cat_00,827.3481,56.3322
24609,27.20295,-67.09693,cat_03,957.317,99.532
24610,32.05061,-119.98046,cat_10,121.9742,29.6512
24611,24.76667,-80.27014,cat_17,829.4777,40.6982
24612,29.43745,-95.9723,cat_08,282.3706,71.2502
24613,46.26061,-73.70357,cat_13,12.2025,25.7022
24614,48.17894,-79.06843,cat_19,35.307,44.6758
24615,31.48207,-102.55618,cat_17,504.8858,56.0068
24616,25.79585,-79.48831,cat_08,348.1837,62.0015
24617,32.43498,-106.45252,cat_10,676.9961,68.1822
24618,47.13431,-91.74521,cat_13,191.8789,46.2713
24619,36.29067,-104.59469,cat_16,964.8653,29.937
24620,41.21332,-114.5068,cat_14,698.3566,70.3451
24621,30.09263,-118.75807,cat_00,15.3649,27.7227
24622,37.39304,-94.32995,cat_03,897.098,52.1572
24623,29.45259,-92.03482,cat_10,478.3706,45.8121
24624,36.66896,-68.12866,cat_03,202.0489,62.4509
24625,37.55891,-117.46956,cat_03,17.8553,67.7345
24626,36.74073,-89.80684,cat_03,311.5937,49.6464
24627,36.33503,-76.65605,cat_01,222.2959,48.0447
24628,46.02328,-117.14923,cat_18,674.3325,59.7471
24629,29.80308,-106.95467,cat_09,775.338,52.5689
24630,41.38147,-83.1341,cat_14,362.204,28.1001
24631,41.89098,-93.93954,cat_01,387.1353,77.6614
24632,34.8323,-120.96427,cat_05,481.5435,50.3849
24633,32.24947,-95.18569,cat_01,734.9813,73.4985
24634,24.44884,-97.5595,cat_18,189.916,69.0622
24635,41.71751,-76.76252,cat_00,604.2176,58.8013
24636,32.83783,-97.73215,cat_04,965.3919,55.3288
24637,45.7883,-68.9261,cat_18,918.3456,29.4321
24638,31.18378,-84.78153,cat_01,792.7324,51.53
24639,40.30586,-87.76548,cat_09,717.7888,39.9561
24640,42.33564,-117.95311,cat_13,811.8015,39.763
24641,34.5674,-87.52981,cat_04,656.6916,24.9258
24642,24.93855,-93.42757,cat_02,265.848,74.2751
24643,27.25111,-112.10145,cat_01,724.415,-0.3787
24644,31.02117,-120.36867,cat_03,895.3613,79.7635
24645,34.40629,-91.5682,cat_14,14.9582,58.7161
24646,39.14721,-112.69764,cat_10,720.1206,45.7188
24647,47.95161,-88.93766,cat_06,259.682,50.173
24648,44.59421,-67.50792,cat_08,487.8217,49.1412
24649,47.52471,-90.23155,cat_17,52.1995,65.6556
24650,41.91185,-93.86742,cat_12,615.6933,53.2616
24651,39.8712,-106.1218,cat_03,368.2443,23.3081
24652,39.84833,-80.41047,cat_06,225.4852,61.5975
24653,37.57205,-109.60416,cat_08,343.2998,81.0708
24654,38.00691,-108.22584,cat_13,862.2571,46.5117
24655,26.43417,-91.66676,cat_10,744.8631,19.0607
24656,44.09294,-123.17395,cat_02,731.7465,35.6059
24657,33.09187,-68.24531,cat_04,951.6531,36.5547
24658,48.44009,-94.13364,cat_09,907.6282,39.8324
24659,29.08937,-104.59627,cat_09,239.4111,58.4927
24660,27.92952,-68.47884,cat_00,452.0501,44.1961
24661,24.73946,-69.02432,cat_07,132.3696,54.143
24662,33.03592,-105.63359,cat_09,128.2366,45.1713
24663,34.6372,-67.24291,cat_01,215.4101,17.5394
24664,46.52214,-121.64706,cat_10,448.9279,67.8203
24665,42.52255,-81.79681,cat_02,470.1649,16.4666
24666,36.16546,-85.89387,cat_09,881.2314,44.8979
24667,46.82621,-113.31478,cat_17,647.8752,60.6354
24668,27.37619,-106.47699,cat_09,930.4515,48.5033
24669,27.10797,-123.18753,cat_11,173.7782,60.3349
24670,26.5933,-91.00986,cat_15,235.0672,70.7131
24671,25.8559,-79.96609,cat_04,507.5003,29.5665
24672,37.08947,-79.17008,cat_05,177.0647,49.8096
24673,33.77547,-90.24143,cat_05,830.7274,27.6326
24674,36.07699,-97.43129,cat_08,71.3425,25.2386
24675,27.37359,-68.57722,cat_11,150.4298,65.9536
24676,35.52285,-120.88636,cat_08,262.7672,46.1646
24677,25.64303,-72.72505,cat_10,197.6192,9.358
24678,33.86461,-102.11056,cat_14,171.3498,58.6243
24679,44.14378,-105.41389,cat_15,648.0626,53.0853
24680,42.90485,-76.92742,cat_13,287.1218,72.6961
24681,43.22847,-86.12313,cat_18,993.3119,39.0352
24682,32.99199,-68.58221,cat_01,508.1953,61.7025
24683,41.74526,-117.83,cat_16,29.3439,57.5526
24684,34.03594,-111.96883,cat_12,591.0788,50.3724
24685,41.19667,-90.05032,cat_00,237.3897,55.8008
24686,37.11127,-75.72315,cat_08,952.3065,55.1132
24687,41.48234,-106.7321,cat_11,219.3676,70.0765
24688,47.30744,-99.3236,cat_19,748.3016,49.4334
24689,29.76882,-76.94088,cat_05,680.1007,61.3099
24690,30.73337,-123.37508,cat_14,852.8952,36.3937
24691,38.66265,-74.20104,cat_00,17.5903,44.5002
24692,37.95104,-124.89073,cat_07,754.945,61.3061
24693,32.79489,-99.97015,cat_02,655.3919,40.5098
24694,31.66944,-123.8126,cat_04,853.4368,56.7917
24695,43.56937,-110.52218,cat_00,521.4246,63.6783
24696,39.62287,-77.25231,cat_18,818.0451,48.8085
24697,25.47256,-117.28894,cat_01,187.2415,70.3424
24698,29.20891,-121.27424,cat_10,494.7693,61.1656
24699,35.39689,-67.36045,cat_09,947.7519,36.0034
24700,45.71018,-84.44957,cat_02,646.6062,81.7222
24701,46.61256,-101.44303,cat_06,351.0791,48.163
24702,44.44137,-73.52727,cat_02,756.0609,36.2919
24703,32.12594,-121.85565,cat_15,575.0867,31.092
24704,44.33766,-112.06113,cat_08,62.6092,33.8893
24705,39.30662,-69.31289,cat_06,737.1964,59.0365
24706,38.9106,-123.81968,cat_16,121.8773,51.7657
24707,46.33092,-72.81207,cat_00,999.8255,58.6054
24708,45.94248,-104.22268,cat_12,829.9917,56.6728
24709,25.31377,-119.24106,cat_07,61.7172,32.1615
24710,28.83417,-68.07595,cat_18,383.5838,52.9521
24711,43.86068,-119.18995,cat_09,821.5562,68.6662
24712,40.79577,-116.21379,cat_01,468.9734,45.5937
24713,39.48198,-99.43268,cat_19,606.812,51.141
24714,48.32145,-106.32275,cat_16,390.5443,36.6143
24715,24.07696,-112.74904,cat_12,486.0061,64.7732
24716,46.7301,-108.84175,cat_00,116.1066,22.913
24717,33.6828,-105.62558,cat_16,22.2568,42.1564
24718,48.43183,-105.05313,cat_15,868.5184,62.078
24719,40.28488,-82.48695,cat_09,461.3228,55.8216
24720,39.74921,-99.46789,cat_05,768.1389,63.4167
24721,26.23099,-118.32997,cat_13,618.1213,67.1507
24722,35.27723,-111.76091,cat_11,886.2093,54.2199
24723,27.04622,-97.32364,cat_11,871.9092,25.6841
24724,28.22726,-107.79933,cat_19,596.9952,38.1453
24725,27.63027,-89.28936,cat_15,734.2005,57.6704
24726,41.09554,-115.45555,cat_10,820.0298,41.886
24727,43.51537,-107.12627,cat_06,581.8126,23.4512
24728,32.85116,-97.31462,cat_18,777.5781,50.9168
24729,25.60187,-75.62291,cat_03,523.5459,51.6184
24730,36.59676,-80.13485,cat_03,286.5873,54.0464
24731,43.54547,-91.82408,cat_14,863.7359,38.8771
24732,35.59275,-94.15074,cat_01,952.4882,39.6282
24733,41.03866,-114.63525,cat_01,324.7121,57.6061
24734,45.54661,-84.37954,cat_17,320.5123,61.0672
24735,48.47659,-105.59611,cat_08,431.4309,64.2361
24736,30.06756,-120.50811,cat_13,499.7286,47.9086
24737,43.80499,-111.60946,cat_04,759.409,46.7605
24738,37.6876,-101.86265,cat_09,64.6154,58.1385
24739,46.78942,-113.86828,cat_01,81.0221,44.2102
24740,43.44541,-96.38489,cat_11,8.0519,40.6063
24741,30.37157,-102.82781,cat_00,277.465,71.1098
24742,40.53792,-117.36602,cat_05,593.9376,33.1383
24743,30.49623,-77.17087,cat_08,757.0483,36.3694
24744,31.62092,-80.53136,cat_10,61.7365,56.0547
24745,39.87217,-72.5476,cat_17,131.9588,38.5597
24746,25.82722,-114.23187,cat_01,15.6034,41.3496
24747,33.21696,-119.91245,cat_01,814.0975,46.3137
24748,28.90889,-68.40482,cat_08,373.8274,66.0433
24749,35.46495,-82.25815,cat_01,718.1888,51.2949
24750,28.81859,-112.41746,cat_01,674.096,43.598
24751,24.93489,-98.89398,cat_09,216.9033,47.8821
24752,29.33582,-96.40341,cat_13,746.4106,41.0538
24753,38.38256,-115.32013,cat_19,79.5062,58.0965
24754,48.81903,-120.8909,cat_02,223.5097,61.6591
24755,36.54121,-107.52668,cat_09,263.4421,44.859
24756,48.63183,-124.71399,cat_04,760.0496,70.7429
24757,34.49557,-109.10316,cat_09,723.8396,61.9498
24758,44.37106,-75.53602,cat_00,264.3116,43.4618
24759,32.81633,-120.24623,cat_02,790.3608,51.4852
24760,36.50577,-81.29712,cat_09,7.6833,47.1233
24761,31.99133,-119.96584,cat_15,734.6435,48.8368
24762,37.1269,-92.94054,cat_01,888.7413,36.6488
24763,38.18177,-100.87101,cat_16,621.7326,48.3845
24764,36.75686,-90.69832,cat_19,786.5602,54.3135
24765,46.1486,-120.6716,cat_07,939.3258,44.4515
24766,38.48471,-69.54897,cat_11,21.8823,69.5841
24767,34.14587,-93.61767,cat_18,843.3895,55.5053
24768,41.20802,-92.53566,cat_01,445.2076,68.4532
24769,43.93412,-67.80634,cat_12,741.4541,72.733
24770,37.20818,-97.50986,cat_16,229.9175,54.1287
24771,41.9636,-103.68497,cat_05,851.2078,47.3604
24772,24.72171,-94.14415,cat_02,293.6441,39.0217
24773,26.803,-111.0307,cat_17,683.9907,16.6346
24774,37.16792,-80.76807,cat_11,304.0917,55.7185
24775,47.0839,-103.45955,cat_13,725.3487,44.8411
24776,29.45846,-112.33055,cat_02,163.6761,47.0879
24777,42.19252,-78.77696,cat_01,343.434,52.4393
24778,42.40746,-111.81118,cat_10,431.8141,26.0143
24779,24.19206,-117.1291,cat_17,720.9299,21.9041
24780,30.79907,-70.34744,cat_15,28.2978,23.0875
24781,44.62318,-94.67924,cat_17,171.1188,59.2625
24782,47.57153,-121.97172,cat_02,404.8901,87.5449
24783,31.31788,-70.45515,cat_06,973.2333,34.8706
24784,33.24404,-114.44199,cat_01,577.3135,54.0145
24785,25.69063,-84.43331,cat_18,778.9926,24.159
24786,42.09522,-85.34385,cat_13,464.2873,53.9256
24787,46.03371,-73.67385,cat_10,130.3303,57.956
24788,31.49451,-76.52494,cat_18,623.2071,49.2844
24789,36.21884,-103.26635,cat_00,691.9379,58.7963
24790,26.2262,-82.9316,cat_03,497.1235,46.6267
24791,45.63937,-122.78528,cat_14,67.7328,57.6995
24792,36.44814,-76.08461,cat_03,423.9243,48.4186
24793,28.46012,-72.66977,cat_05,868.5572,50.671
24794,37.23295,-78.74466,cat_06,923.876,31.6136
24795,38.56703,-94.81009,cat_04,9.576,74.1076
24796,41.63199,-109.74376,cat_01,482.5471,33.5018
24797,48.36451,-81.19288,cat_04,953.5854,56.2822
24798,48.50375,-73.50642,cat_19,263.9527,47.4381
24799,36.62151,-94.80164,cat_13,974.3732,64.5245
24800,38.13764,-97.38802,cat_04,957.4292,42.9888
24801,45.87615,-88.2848,cat_13,344.1616,67.0052
24802,24.60075,-105.14391,cat_06,566.6233,81.7765
24803,37.22061,-115.3182,cat_16,275.2583,51.9016
24804,35.63453,-67.80868,cat_13,647.4259,83.518
24805,47.70945,-123.98105,cat_02,772.6529,53.3794
24806,25.47469,-81.63479,cat_05,239.3422,52.662
24807,47.44319,-119.30844,cat_09,634.1061,58.0546
24808,42.82321,-118.10458,cat_16,444.6283,47.2716
24809,38.82479,-70.91299,cat_02,912.8383,73.6322
24810,36.25988,-89.29242,cat_10,200.965,54.3352
24811,42.72729,-110.534,cat_15,638.521,44.6452
24812,48.53661,-91.07258,cat_04,221.3994,64.9361
24813,33.84999,-73.74774,cat_12,459.9101,56.9679
24814,30.3844,-98.8445,cat_17,497.1861,48.8928
24815,44.68269,-105.24094,cat_10,604.0295,45.3733
24816,42.61533,-114.99786,cat_04,742.6847,42.1365
24817,26.34398,-108.67568,cat_18,799.8998,44.8596
24818,31.64616,-107.85382,cat_13,764.5662,47.5114
24819,25.51185,-91.42401,cat_14,365.5499,44.2244
24820,39.67536,-90.23079,cat_05,952.5171,39.8347
24821,42.14392,-78.30624,cat_04,163.5049,58.0041
24822,37.71073,-91.36778,cat_02,233.8503,58.974
24823,33.14629,-99.09514,cat_03,637.0994,76.7899
24824,35.79307,-120.30242,cat_19,820.0083,74.0541
24825,24.21186,-100.43191,cat_14,123.6171,42.7657
24826,24.79933,-78.22835,cat_04,146.6815,64.5289
24827,27.91173,-121.87009,cat_00,774.6636,77.9124
24828,31.25144,-70.4301,cat_00,841.9238,48.0864
24829,25.33202,-78.92983,cat_02,207.6468,20.6967
24830,46.74842,-76.57657,cat_02,759.7503,54.9218
24831,34.24698,-105.85274,cat_17,563.9908,46.7764
24832,39.09596,-120.89667,cat_12,82.6442,25.8641
24833,35.35001,-103.78847,cat_13,412.9087,43.1755
24834,33.76476,-74.34171,cat_05,399.2377,58.6818
24835,30.43708,-96.8944,cat_03,922.5544,78.1449
24836,33.78336,-96.60148,cat_06,599.4682,48.7938
24837,37.85721,-115.31817,cat_12,806.0779,78.247
24838,38.06443,-108.05062,cat_17,296.4414,44.0976
24839,32.22049,-119.25422,cat_00,522.2122,53.8167
24840,46.57128,-93.82984,cat_02,734.8463,34.0087
24841,41.90812,-117.85863,cat_14,302.0828,53.7886
24842,45.27445,-116.50748,cat_19,346.3489,54.0549
24843,34.59802,-118.81024,cat_14,691.3656,73.2218
24844,48.57059,-113.32483,cat_07,871.2047,56.0821
24845,26.2297,-95.18129,cat_09,539.7434,81.7184
24846,43.15025,-101.75327,cat_02,895.2007,60.8628
24847,24.60412,-73.68306,cat_16,24.6282,56.193
24848,45.59015,-120.75958,cat_19,814.5585,29.9847
24849,32.85951,-111.81589,cat_06,724.3795,58.8537
24850,32.06782,-95.8011,cat_10,273.4394,37.6567
24851,46.97428,-111.33207,cat_17,325.138,42.9103
24852,34.0538,-91.33468,cat_07,801.0218,27.5635
24853,24.77715,-124.13108,cat_02,819.1914,43.5196
24854,44.22536,-80.69701,cat_17,657.1967,74.6571
24855,28.40262,-89.88515,cat_07,283.0181,72.5548
24856,27.03731,-100.37223,cat_14,88.3484,44.4099
24857,45.27655,-113.35969,cat_00,354.5814,63.595
24858,40.62515,-100.00725,cat_16,674.0439,69.0574
24859,45.93006,-124.49569,cat_15,815.6844,59.5941
24860,36.86542,-96.90195,cat_06,974.2865,22.3527
24861,26.54464,-74.08303,cat_13,977.7575,32.4061
24862,45.89696,-95.93313,cat_12,863.1033,39.2746
24863,25.03847,-76.03988,cat_06,126.8096,42.859
24864,30.71093,-93.12913,cat_12,487.8904,19.8374
24865,32.17598,-116.21712,cat_05,900.9368,28.2139
24866,25.59136,-71.28786,cat_14,9.4761,74.6858
24867,31.20775,-87.96467,cat_05,637.4555,69.3198
24868,47.76856,-80.42723,cat_07,425.2232,40.1318
24869,41.74728,-115.03764,cat_01,538.332,64.878
24870,46.50553,-97.28402,cat_01,987.6119,42.671
24871,46.71816,-91.93137,cat_01,830.179,59.2113
24872,39.63955,-71.86081,cat_04,640.6505,54.3933
24873,24.99051,-69.63453,cat_05,78.0276,59.2381
24874,44.19207,-105.61286,cat_03,356.4481,48.3439
24875,40.17255,-107.005,cat_00,918.3471,63.8127
24876,41.784,-69.7198,cat_11,176.0942,58.6795
24877,35.47153,-99.38863,cat_13,987.6545,52.9689
24878,29.0198,-92.99135,cat_16,996.4207,63.0528
24879,41.44772,-76.39119,cat_11,826.3982,50.3436
24880,47.67665,-68.10263,cat_17,423.8217,56.5607
24881,29.09229,-67.02492,cat_11,841.1251,72.3974
24882,31.23946,-92.29617,cat_09,601.1425,14.5298
24883,28.42951,-85.69976,cat_07,990.7424,26.6746
24884,29.52026,-102.76177,cat_06,869.2945,23.8631
24885,25.77601,-115.87758,cat_09,580.8882,34.4049
24886,32.17262,-100.60859,cat_08,364.6129,59.5635
24887,48.81554,-104.82593,cat_17,113.7312,39.2349
24888,32.87225,-81.45802,cat_01,621.4713,59.2316
24889,44.2132,-121.08121,cat_11,12.7339,54.2694
24890,34.34589,-108.97148,cat_15,471.473,37.362
24891,28.36771,-121.59012,cat_13,252.223,26.3228
24892,44.77768,-99.7976,cat_07,787.9389,60.0082
24893,24.91707,-83.84807,cat_01,614.1339,18.1887
24894,24.32819,-78.02526,cat_00,6.5854,67.1705
24895,26.87967,-118.32495,cat_00,378.7094,59.9788
24896,39.82026,-114.57921,cat_08,508.597,4.7149
24897,36.46677,-112.35799,cat_19,555.3914,58.8161
24898,29.12236,-77.22841,cat_12,155.2169,46.0419
24899,45.94208,-72.79233,cat_15,418.7217,49.088
24900,47.02087,-97.05436,cat_14,540.1332,49.1605
24901,42.94377,-119.10455,cat_01,49.3704,51.0227
24902,42.69189,-104.63481,cat_15,544.256,36.0173
24903,31.62911,-110.01723,cat_02,13.1612,53.9755
24904,42.69097,-92.45698,cat_14,417.6779,50.1387
24905,33.13052,-111.67482,cat_01,615.4382,46.2464
24906,25.07917,-92.93184,cat_00,352.6002,37.5304
24907,36.37653,-112.91143,cat_13,83.9528,41.0355
24908,31.68795,-95.7422,cat_03,435.0083,62.3639
24909,43.09418,-99.30104,cat_13,781.6769,49.9982
24910,46.53573,-86.09294,cat_06,504.6376,66.2239
24911,39.74268,-111.23197,cat_05,474.6355,94.4811
24912,30.86158,-71.32497,cat_15,686.8861,48.6577
24913,46.94557,-116.27544,cat_17,328.8739,37.8102
24914,37.44437,-120.81008,cat_02,820.2978,37.344
24915,47.92701,-96.7258,cat_02,635.1667,20.9388
24916,39.78411,-104.20467,cat_14,519.8465,59.474
24917,28.45606,-83.97023,cat_18,249.5029,36.5962
24918,25.526,-115.67406,cat_13,583.8428,58.3221
24919,42.63857,-116.41493,cat_08,896.8817,40.091
24920,29.31457,-76.33777,cat_04,290.7079,46.1313
24921,48.8849,-76.0708,cat_19,398.5211,14.837
24922,44.85587,-120.77486,cat_07,463.853,45.3975
24923,36.4017,-78.20991,cat_19,592.8811,31.5488
24924,31.06296,-84.61006,cat_03,768.696,57.5982
24925,29.07965,-88.40132,cat_08,104.9398,46.1629
24926,37.32252,-83.15977,cat_16,545.9753,22.8096
24927,40.38681,-121.83356,cat_15,383.8709,61.4603
24928,28.42273,-90.46048,cat_18,417.9284,81.1673
24929,38.5444,-88.88387,cat_03,246.6148,32.9254
24930,37.68893,-69.84206,cat_02,900.718,34.4815
24931,39.91651,-121.91321,cat_10,467.2377,39.9543
24932,32.90333,-76.64307,cat_12,615.1323,21.6726
24933,45.80393,-70.3792,cat_11,207.2971,46.6788
24934,26.79871,-77.27563,cat_13,454.885,47.5843
24935,44.63894,-94.38603,cat_10,374.018,37.868
24936,34.23634,-69.54216,cat_00,108.8401,40.8707
24937,36.85724,-104.66006,cat_16,607.1632,64.2536
24938,25.36026,-106.1183,cat_17,529.2346,54.9676
24939,37.84707,-73.18119,cat_06,136.0357,41.1192
24940,39.20352,-122.43586,cat_14,593.7879,57.3473
24941,36.19286,-73.6998,cat_12,30.5364,57.6215
24942,38.08563,-69.45201,cat_09,60.0056,53.9768
24943,37.09402,-75.48174,cat_07,769.9218,47.4313
24944,46.7482,-79.31784,cat_14,469.6824,33.1993
24945,29.61243,-118.87649,cat_16,363.2217,59.6267
24946,39.83175,-96.86109,cat_11,605.1505,38.887
24947,41.61144,-67.33931,cat_08,400.0062,85.8259
24948,26.28592,-69.645,cat_15,742.329,36.8009
24949,24.53082,-86.31773,cat_14,966.026,44.843
24950,30.39539,-112.15039,cat_01,857.0161,75.0561
24951,32.33242,-103.69913,cat_16,509.0335,44.4743
24952,33.77178,-72.1238,cat_19,889.2104,57.7582
24953,39.07579,-88.66939,cat_12,100.3049,36.2016
24954,45.95277,-124.12572,cat_18,929.0429,47.4702
24955,46.86432,-86.15559,cat_00,207.0511,50.9559
24956,38.49938,-69.93688,cat_14,338.8282,51.0347
24957,39.3984,-78.98419,cat_03,131.2201,66.948
24958,30.18556,-81.51471,cat_01,640.4148,62.5855
24959,27.25291,-87.19843,cat_16,766.031,75.9046
24960,41.66611,-92.59626,cat_07,43.2328,54.5988
24961,48.02135,-92.65099,cat_12,941.2236,57.6193
24962,40.51266,-107.51343,cat_07,271.0954,60.1638
24963,32.818,-107.19563,cat_11,968.5856,59.8074
24964,29.47986,-83.83302,cat_00,449.3115,56.3092
24965,42.55019,-102.89492,cat_18,323.7269,44.8535
24966,47.71299,-71.61521,cat_03,522.2814,47.281
24967,44.17315,-91.49246,cat_10,871.0194,64.4377
24968,26.60064,-81.7123,cat_00,881.9063,36.8509
24969,32.01921,-104.29203,cat_08,396.2664,64.6742
24970,47.27168,-114.52065,cat_17,131.3104,37.9887
24971,36.53342,-77.86357,cat_08,55.0108,33.3781
24972,43.71566,-97.31635,cat_04,275.8876,51.1976
24973,47.20349,-71.78299,cat_15,66.1264,47.1259
24974,33.79837,-124.12472,cat_16,801.6205,71.6674
24975,30.21346,-95.31927,cat_08,336.2636,38.3023
24976,30.68352,-121.24328,cat_06,922.107,50.9043
24977,26.14304,-73.64612,cat_09,128.2158,35.1492
24978,40.69475,-96.29843,cat_08,790.3593,70.1887
24979,27.05554,-106.80399,cat_04,484.3326,51.4117
24980,41.04198,-77.12761,cat_17,848.5199,28.6349
24981,42.32991,-105.8082,cat_11,882.3081,37.9886
